206424,179557,21422,1825,372,409600,40.7359033252,-73.9742362434
272883,108053,25073,2883,708,409600,40.7359033252,-73.9742362434
196120,176644,35054,1548,234,409600,40.7359033252,-73.9742362434
275009,125534,7717,1076,264,409600,40.7359033252,-73.9742362434
326943,69776,11374,1278,229,409600,40.7359033302,-73.9753120577
354299,42828,9841,1827,805,409600,40.7359033302,-73.9753120577
260804,84482,50705,10804,2805,409600,40.7359033302,-73.9753120577
322691,80189,5944,584,192,409600,40.7359033302,-73.9753120577
303352,50555,35062,15123,5508,409600,40.7359033352,-73.9763878719
203478,113017,61922,24991,6192,409600,40.7359033352,-73.9763878719
254367,69939,59247,21780,4267,409600,40.7359033352,-73.9763878719
329663,43124,28542,6928,1343,409600,40.7359033352,-73.9763878719
193454,129479,62244,18264,6159,409600,40.7359033502,-73.9796153147
283743,92423,25588,5969,1877,409600,40.7359033502,-73.9796153147
289232,96313,18365,4344,1346,409600,40.7359033502,-73.9796153147
276969,90804,32574,7158,2095,409600,40.7359033502,-73.9796153147
188829,163880,47095,7619,2177,409600,40.7359033552,-73.980691129
203665,129446,46946,21970,7573,409600,40.7359033552,-73.980691129
262213,110774,27968,6671,1974,409600,40.7359033552,-73.980691129
256095,104588,37380,8515,3022,409600,40.7359033552,-73.980691129
130814,247163,26843,4429,351,409600,40.7359033602,-73.9817669433
189516,120683,89477,5813,4111,409600,40.7359033602,-73.9817669433
176019,206637,24063,2504,377,409600,40.7359033602,-73.9817669433
259035,141601,6677,1682,605,409600,40.7359033602,-73.9817669433
214843,134345,38573,17538,4301,409600,40.7359033652,-73.9828427576
196436,193368,17809,1591,396,409600,40.7359033652,-73.9828427576
210079,151116,29803,14039,4563,409600,40.7359033652,-73.9828427576
298253,90702,17733,2482,430,409600,40.7359033652,-73.9828427576
181839,124101,68342,26862,8456,409600,40.7359033702,-73.9839185718
321014,73330,12931,1841,484,409600,40.7359033702,-73.9839185718
262372,110398,28839,6600,1391,409600,40.7359033702,-73.9839185718
227244,120077,43655,13389,5235,409600,40.7359033702,-73.9839185718
220206,150337,27834,9633,1590,409600,40.7359033752,-73.9849943861
309288,78105,13378,6411,2418,409600,40.7359033752,-73.9849943861
277105,97338,23675,8776,2706,409600,40.7359033752,-73.9849943861
226941,107076,46683,25791,3109,409600,40.7359033752,-73.9849943861
197725,182673,26526,2004,672,409600,40.7359033802,-73.9860702004
239447,157982,11115,868,188,409600,40.7359033802,-73.9860702004
276666,119247,11883,1483,321,409600,40.7359033802,-73.9860702004
212711,144970,32414,11598,7907,409600,40.7359033802,-73.9860702004
302883,85335,18850,2007,525,409600,40.7359033852,-73.9871460146
316459,78193,13842,975,131,409600,40.7359033852,-73.9871460146
326002,63087,13720,4791,2000,409600,40.7359033852,-73.9871460146
271556,108301,26277,2822,644,409600,40.7359033852,-73.9871460146
220330,91215,57035,29971,11049,409600,40.7359033901,-73.9882218289
185755,191192,29982,2467,204,409600,40.7359033901,-73.9882218289
232024,129742,37162,8695,1977,409600,40.7359033901,-73.9882218289
226903,110485,46068,18554,7590,409600,40.7359033901,-73.9882218289
177406,163036,58254,6826,4078,409600,40.7359033951,-73.9892976432
226130,131104,36057,10378,5931,409600,40.7359033951,-73.9892976432
164284,204887,29125,7795,3509,409600,40.7359033951,-73.9892976432
255551,82296,63688,5856,2209,409600,40.7359033951,-73.9892976432
277497,107909,20659,2754,781,409600,40.7359034051,-73.9914492717
279191,74606,36148,10080,9575,409600,40.7359034051,-73.9914492717
324258,71015,10542,2512,1273,409600,40.7359034051,-73.9914492717
285788,83170,34253,5146,1243,409600,40.7359034051,-73.9914492717
231850,116873,39780,18112,2985,409600,40.7359034101,-73.992525086
162706,127932,71939,35123,11900,409600,40.7359034101,-73.992525086
198369,142260,46378,17157,5436,409600,40.7359034101,-73.992525086
253464,123217,27082,4819,1018,409600,40.7359034101,-73.992525086
210226,130142,49841,16219,3172,409600,40.7359034151,-73.9936009003
216709,175396,14379,2638,478,409600,40.7359034151,-73.9936009003
267550,127945,11270,2108,727,409600,40.7359034151,-73.9936009003
264999,107973,30842,4730,1056,409600,40.7359034151,-73.9936009003
339387,59816,7533,1817,1047,409600,40.7359034201,-73.9946767145
310454,90741,5394,1208,1803,409600,40.7359034201,-73.9946767145
295920,98256,12154,2402,868,409600,40.7359034201,-73.9946767145
